phone_number,owner_person_id,is_spoofed,telecom_circle
+919626227425,P000748,False,Bihar & Jharkhand
+919938297491,P000749,False,UP West
+916516030585,P000750,False,Haryana
+916337836736,P000751,False,Rajasthan
+919565939991,P000752,False,Haryana
+918565566688,P000753,False,UP West
+916653554687,P000754,False,Bihar & Jharkhand
+917847739502,P000755,False,UP West
+917403504109,P000756,False,West Bengal
+917417829016,P000757,False,West Bengal
+916637495787,P000758,False,Delhi
+918156720891,P000759,False,Kolkata
+916750145948,P000760,False,Bihar & Jharkhand
+916222842780,P000761,False,UP West
+917352800925,P000762,False,Bihar & Jharkhand
+919905863355,P000763,False,Karnataka
+916336832220,P000764,False,Kolkata
+917397571208,P000765,False,UP West
+916886910785,P000766,False,Haryana
+917155945962,P000767,False,West Bengal
+918451699300,P000768,False,Delhi
+917645081826,P000769,False,Rajasthan
+917006990363,P000770,False,Maharashtra
+916958407014,P000771,False,Bihar & Jharkhand
+919789979754,P000772,False,Karnataka
+917987553289,P000773,False,Rajasthan
+916138165404,P000774,False,Bihar & Jharkhand
+919607637202,P000775,False,Delhi
+918827520774,P000776,False,Rajasthan
+919107186509,P000777,False,Maharashtra
+919843670105,P000778,False,Bihar & Jharkhand
+918168282715,P000779,False,Bihar & Jharkhand
+916298764483,P000780,False,UP West
+918815453936,P000781,False,Bihar & Jharkhand
+918150016968,P000782,False,Haryana
+919255926828,P000783,False,Haryana
+918614255748,P000784,False,Delhi
+919857141817,P000785,False,Haryana
+916776607105,P000786,False,Karnataka
+917486968622,P000787,False,Haryana
+917644799718,P000788,False,UP West
+917241844100,P000789,False,Karnataka
+918383666138,P000790,False,Karnataka
+917692565537,P000791,False,UP West
+918555299136,P000792,False,Haryana
+918629824352,P000793,False,West Bengal
+919091835434,P000794,False,Maharashtra
+917940926109,P000795,False,UP West
+917709833443,P000796,False,Karnataka
+918949039098,P000797,False,Bihar & Jharkhand
+919702092511,P000798,False,UP West
+917946786353,P000799,False,Rajasthan
+918845991416,P000800,False,West Bengal
+918087020272,P000801,False,UP West
+917046953247,P000802,False,Karnataka
+918331569033,P000803,False,Haryana
+919671056370,P000804,False,Haryana
+916734419782,P000805,False,UP West
+917350332229,P000806,False,Haryana
+917289960524,P000807,False,West Bengal
+919004974627,P000808,False,Maharashtra
+919246580527,P000809,False,Haryana
+918629496726,P000810,False,UP East
+917545741818,P000811,False,Maharashtra
+918543355149,P000812,False,Karnataka
+919977674666,P000813,False,West Bengal
+917989649605,P000814,False,Karnataka
+919983267973,P000815,False,Delhi
+916474210502,P000816,False,Karnataka
+919431386469,P000817,False,Kolkata
+916493701987,P000818,False,Maharashtra
+919250251220,P000819,False,Bihar & Jharkhand
+919667985613,P000820,False,Haryana
+917907941406,P000821,False,Rajasthan
+917601536893,P000822,False,Rajasthan
+917505531748,P000823,False,Rajasthan
+918591144660,P000824,False,West Bengal
+916561983238,P000825,False,Haryana
+917901964969,P000826,False,Maharashtra
+917205406935,P000827,False,Maharashtra
+916017347819,P000828,False,Rajasthan
+919997761952,P000829,False,Haryana
+919689896595,P000830,False,Rajasthan
+917524409191,P000831,False,Rajasthan
+919276516239,P000832,False,Maharashtra
+919631098880,P000833,False,Rajasthan
+917565436805,P000834,False,Haryana
+919864460192,P000835,False,West Bengal
+918362281777,P000836,False,Haryana
+916513089171,P000837,False,UP West
+918848400269,P000838,False,Rajasthan
+917176147664,P000839,False,Karnataka
+916291400909,P000840,False,UP East
+918454248660,P000841,False,West Bengal
+919762461821,P000842,False,West Bengal
+917690513132,P000843,False,Haryana
+916447607233,P000844,False,Delhi
+917531379122,P000845,False,Bihar & Jharkhand
+916183409676,P000846,False,Rajasthan
+918356289418,P000847,False,Haryana
+918538537711,P000848,False,Karnataka
+919295192654,P000849,False,UP West
+918073748091,P000850,False,Haryana
+919431613329,P000851,False,Rajasthan
+918778615545,P000852,False,Karnataka
+917476341752,P000853,False,Karnataka
+919643290900,P000854,False,Rajasthan
+919247357240,P000855,False,Bihar & Jharkhand
+918239720176,P000856,False,Rajasthan
+918203841990,P000857,False,West Bengal
+919628561170,P000858,False,Karnataka
+917782175378,P000859,False,Rajasthan
+916178544198,P000860,False,West Bengal
+918781345944,P000861,False,Karnataka
+918683775856,P000862,False,Bihar & Jharkhand
+919730150565,P000863,False,Haryana
+916644747483,P000864,False,UP West
+916267710324,P000865,False,Haryana
+917344247794,P000866,False,West Bengal
+919142822614,P000867,False,Maharashtra
+919898115174,P000868,False,UP West
+919656489838,P000869,False,Delhi
+919138984601,P000870,False,Delhi
+919169611318,P000871,False,Karnataka
+916233819274,P000872,False,Haryana
+918139686654,P000873,False,UP East
+918335897131,P000874,False,Rajasthan
+919177428707,P000875,False,UP West
+918370808601,P000876,False,UP West
+916472513690,P000877,False,West Bengal
+918179500740,P000878,False,Haryana
+919184308441,P000879,False,UP West
+919774940447,P000880,False,Bihar & Jharkhand
+916989291181,P000881,False,Rajasthan
+919147585822,P000882,False,West Bengal
+917502539571,P000883,False,UP West
+918742359340,P000884,False,West Bengal
+918215775614,P000885,False,Maharashtra
+916791864203,P000886,False,Haryana
+918819429198,P000887,False,Karnataka
+917389979667,P000888,False,Karnataka
+918223607361,P000889,False,Bihar & Jharkhand
+918831724358,P000890,False,Bihar & Jharkhand
+919931283773,P000891,False,Haryana
+916299441899,P000892,False,Rajasthan
+916002289537,P000893,False,Rajasthan
+919927504015,P000894,False,UP West
+918390132368,P000895,False,Maharashtra
+919664865855,P000896,False,UP West
+919931435341,P000897,False,Kolkata
+916121077758,P000898,False,Rajasthan
+917397220403,P000899,False,Maharashtra
+916524324172,P000900,False,Maharashtra
+916928810981,P000901,False,Maharashtra
+918991293696,P000902,False,Karnataka
+916726742407,P000903,False,Bihar & Jharkhand
+918053744460,P000904,False,Haryana
+917114604868,P000905,False,Karnataka
+916935337225,P000906,False,Maharashtra
+916427032149,P000907,False,Bihar & Jharkhand
+916264437466,P000908,False,West Bengal
+919655793848,P000909,False,Bihar & Jharkhand
+916007842473,P000910,False,West Bengal
+919509969904,P000911,False,Karnataka
+919629446296,P000912,False,Bihar & Jharkhand
+918169304031,P000913,False,Karnataka
+919650678939,P000914,False,Maharashtra
+917994657677,P000915,False,Bihar & Jharkhand
+917591796546,P000916,False,Rajasthan
+918385641411,P000917,False,Haryana
+919162896343,P000918,False,Bihar & Jharkhand
+917062076798,P000919,False,Haryana
+917286304105,P000920,False,Maharashtra
+918755992906,P000921,False,Karnataka
+919967617094,P000922,False,Maharashtra
+917781979069,P000923,False,Delhi
+919024208383,P000924,False,Maharashtra
+916747676265,P000925,False,West Bengal
+916317020675,P000926,False,Karnataka
+919739181626,P000927,False,Delhi
+917174590783,P000928,False,Bihar & Jharkhand
+918795914975,P000929,False,Karnataka
+917298803528,P000930,False,UP West
+919962512238,P000931,False,Rajasthan
+917854909835,P000932,False,Delhi
+916084377073,P000933,False,UP West
+918926970397,P000934,False,West Bengal
+916130181864,P000935,False,UP East
+917160197679,P000936,False,Haryana
+916837989347,P000937,False,Karnataka
+916992395368,P000938,False,West Bengal
+918989051212,P000939,False,West Bengal
+918287418504,P000940,False,Rajasthan
+917698012169,P000941,False,UP West
+918010556262,P000942,False,Rajasthan
+917633021246,P000943,False,West Bengal
+919692716121,P000944,False,Maharashtra
+917666483527,P000945,False,Bihar & Jharkhand
+916720179778,P000946,False,Karnataka
+919959242144,P000947,False,Delhi
+917425257206,P000948,False,Bihar & Jharkhand
+918567858921,P000949,False,Maharashtra
+918333518830,P000950,False,Rajasthan
+919499712034,P000951,False,UP West
+917587885514,P000952,False,Rajasthan
+916014763228,P000953,False,Rajasthan
+917751879248,P000954,False,Karnataka
+916257792904,P000955,False,Karnataka
+916998386328,P000956,False,West Bengal
+918311343333,P000957,False,Karnataka
+919377759246,P000958,False,West Bengal
+917690495442,P000959,False,Haryana
+917992936671,P000960,False,Haryana
+916205823673,P000961,False,Maharashtra
+917994088118,P000962,False,Kolkata
+917494622411,P000963,False,Haryana
+919169706860,P000964,False,Karnataka
+917273221701,P000965,False,Rajasthan
+918204581796,P000966,False,Maharashtra
+919648320099,P000967,False,Bihar & Jharkhand
+919532187260,P000968,False,West Bengal
+918892085720,P000969,False,Delhi
+918900442990,P000970,False,Bihar & Jharkhand
+916955777750,P000971,False,UP West
+916953869653,P000972,False,UP East
+918366232936,P000973,False,West Bengal
+919557390936,P000974,False,West Bengal
+916844683447,P000975,False,Kolkata
+916698409944,P000976,False,UP West
+919094727248,P000977,False,Haryana
+919205534655,P000978,False,Karnataka
+917178782865,P000979,False,West Bengal
+917432537878,P000980,False,Rajasthan
+916522649070,P000981,False,Haryana
+919342466649,P000982,False,Bihar & Jharkhand
+918769141787,P000983,False,Maharashtra
+917125890418,P000984,False,UP East
+916997408497,P000985,False,Karnataka
+917699660355,P000986,False,Rajasthan
+916218983393,P000987,False,Karnataka
+919572332971,P000988,False,UP West
+916432920731,P000989,False,Rajasthan
+917815806714,P000990,False,Karnataka
+919002264606,P000991,False,Rajasthan
+917612117930,P000992,False,UP West
+916270954216,P000993,False,Maharashtra
+919554062519,P000994,False,UP West
+917511355185,P000995,False,Karnataka
+916484864383,P000996,False,Bihar & Jharkhand
+918129075838,P000997,False,Haryana
+916926342653,P000998,False,Bihar & Jharkhand
+918548720529,P000999,False,Haryana
+919838288257,P001000,False,Bihar & Jharkhand
+917342471353,P001001,False,Delhi
+917473075886,P001002,False,Maharashtra
+916868517713,P001003,False,Maharashtra
+917916542130,P001004,False,Karnataka
+916613952866,P001005,False,UP West
+919333665390,P001006,False,UP West
+918162315707,P001007,False,Rajasthan
+917957333068,P001008,False,Rajasthan
+918364318663,P001009,False,Maharashtra
+917248312757,P001010,False,Haryana
+919566853737,P001011,False,Maharashtra
+919517284294,P001012,False,West Bengal
+916483203025,P001013,False,Bihar & Jharkhand
+918028704195,P001014,False,Rajasthan
+919597573673,P001015,False,West Bengal
+916707160366,P001016,False,Karnataka
+918766088200,P001017,False,UP East
+919896901059,P001018,False,Haryana
+916420176777,P001019,False,Rajasthan
+917025147459,P001020,False,Karnataka
+919058328561,P001021,False,Haryana
+918107507110,P001022,False,Maharashtra
+919772973446,P001023,False,Haryana
+916452830390,P001024,False,Delhi
+916874981157,P001025,False,Rajasthan
+917791630878,P001026,False,West Bengal
+919815504909,P001027,False,Delhi
+917915634230,P001028,False,Karnataka
+918564299121,P001029,False,Maharashtra
+919468931796,P001030,False,Rajasthan
+918317897714,P001031,False,Karnataka
+919038134632,P001032,False,Delhi
+918912817168,P001033,False,Rajasthan
+916817156421,P001034,False,Maharashtra
+918046271768,P001035,False,Kolkata
+917940094737,P001036,False,Kolkata
+918671270913,P001037,False,Rajasthan
+917416005232,P001038,False,Bihar & Jharkhand
+917098135593,P001039,False,Haryana
+917424077463,P001040,False,Rajasthan
+917771503314,P001041,False,Karnataka
+919477171593,P001042,False,Bihar & Jharkhand
+917197667811,P001043,False,Bihar & Jharkhand
+916182518478,P001044,False,Rajasthan
+916155698626,P001045,False,Delhi
+916809685747,P001046,False,Karnataka
+918288628471,P001047,False,Haryana
+917682766783,P001048,False,UP West
+919095940561,P001049,False,Kolkata
+919840558318,P001050,False,Karnataka
+918284810452,P001051,False,Delhi
+916123866164,P001052,False,UP East
+918270470210,P001053,False,Haryana
+916330515328,P001054,False,Karnataka
+919722686083,P001055,False,Maharashtra
+918479222845,P001056,False,Haryana
+918753935615,P001057,False,Karnataka
+916319305097,P001058,False,Bihar & Jharkhand
+918742302923,P001059,False,Maharashtra
+919796099458,P001060,False,Haryana
+919610002297,P001061,False,UP East
+919775482380,P001062,False,Karnataka
+918633786291,P001063,False,West Bengal
+917918740385,P001064,False,UP East
+916056242081,P001065,False,Delhi
+918306274590,P001066,False,West Bengal
+919520298089,P001067,False,Haryana
+917296363415,P001068,False,Bihar & Jharkhand
+916430526225,P001069,False,Rajasthan
+919820138441,P001070,False,Karnataka
+918977939777,P001071,False,UP West
+917536835240,P001072,False,Maharashtra
+919976175031,P001073,False,UP West
+919413983417,P001074,False,Karnataka
+916764939993,P001075,False,West Bengal
+918896265574,P001076,False,Karnataka
+918063500787,P001077,False,Rajasthan
+916900782144,P001078,False,UP West
+917999477613,P001079,False,Haryana
+918652164802,P001080,False,UP West
+917776720122,P001081,False,Maharashtra
+916591796395,P001082,False,Bihar & Jharkhand
+918928843498,P001083,False,UP East
+918987254386,P001084,False,Bihar & Jharkhand
+918885974591,P001085,False,Rajasthan
+918882821141,P001086,False,Rajasthan
+916948658942,P001087,False,Bihar & Jharkhand
+916872231437,P001088,False,Karnataka
+917077942262,P001089,False,Delhi
+916814252505,P001090,False,Karnataka
+917567890384,P001091,False,Rajasthan
+918365238649,P001092,False,Maharashtra
+919208502927,P001093,False,Maharashtra
+916880158984,P001094,False,Haryana
+917995722698,P001095,False,Karnataka
+917549951010,P001096,False,Bihar & Jharkhand
+918772564540,P001097,False,Bihar & Jharkhand
+917701667747,P001098,False,Rajasthan
+917101962733,P001099,False,Rajasthan
+916032434739,P001100,False,Haryana
+918585867308,P001101,False,West Bengal
+917029250439,P001102,False,Rajasthan
+919724147852,P001103,False,Rajasthan
+918116779704,P001104,False,Karnataka
+916373886704,P001105,False,Karnataka
+918922776658,P001106,False,Maharashtra
+917734623646,P001107,False,Karnataka
+917000050626,P001108,False,Haryana
+919545813770,P001109,False,Karnataka
+916110991365,P001110,False,Delhi
+917320194173,P001111,False,Rajasthan
+919817455849,P001112,False,Maharashtra
+917812136252,P001113,False,Bihar & Jharkhand
+919242593448,P001114,False,Haryana
+918711266142,P001115,False,Karnataka
+917635684070,P001116,False,Delhi
+918131475480,P001117,False,UP West
+917762028230,P001118,False,Haryana
+917273534405,P001119,False,UP West
+918351462865,P001120,False,Maharashtra
+919947411638,P001121,False,UP West
+918654422142,P001122,False,Karnataka
+916294710994,P001123,False,West Bengal
+918194187447,P001124,False,UP West
+919762083005,P001125,False,Kolkata
+916947747984,P001126,False,Karnataka
+919550263122,P001127,False,Maharashtra
+919130878395,P001128,False,Bihar & Jharkhand
+918249397783,P001129,False,UP East
+918155474610,P001130,False,Rajasthan
+917963028147,P001131,False,Haryana
+916357772007,P001132,False,Delhi
+917293233959,P001133,False,West Bengal
+919884822971,P001134,False,Delhi
+918040453187,P001135,False,Haryana
+916779278229,P001136,False,Maharashtra
+916803205294,P001137,False,Karnataka
+919995687551,P001138,False,Haryana
+918510965055,P001139,False,Rajasthan
+917043120473,P001140,False,Maharashtra
+918868229586,P001141,False,Haryana
+918555839239,P001142,False,UP West
+917157612470,P001143,False,Rajasthan
+919998371814,P001144,False,West Bengal
+917342531003,P001145,False,West Bengal
+916762412907,P001146,False,Karnataka
+916859715516,P001147,False,Rajasthan
+918569288909,P001148,False,Bihar & Jharkhand
+916936075486,P001149,False,Karnataka
+916165741302,P001150,False,Rajasthan
+919299916296,P001151,False,Rajasthan
+916787029010,P001152,False,Maharashtra
+918211630504,P001153,False,UP East
+918686428846,P001154,False,West Bengal
+916510798832,P001155,False,Kolkata
+919431758178,P001156,False,Rajasthan
+916784400815,P001157,False,Haryana
+918939734273,P001158,False,West Bengal
+919015085483,P001159,False,Delhi
+917086991091,P001160,False,Haryana
+917594917393,P001161,False,Bihar & Jharkhand
+916191657087,P001162,False,Maharashtra
+919924921270,P001163,False,Haryana
+917046627820,P001164,False,Maharashtra
+919939364892,P001165,False,Karnataka
+919787878791,P001166,False,Haryana
+918547787279,P001167,False,Maharashtra
+918194465893,P001168,False,West Bengal
+919070718488,P001169,False,Rajasthan
+919600819762,P001170,False,West Bengal
+919103306825,P001171,False,Haryana
+916121027492,P001172,False,Maharashtra
+916766319600,P001173,False,Maharashtra
+919861752634,P001174,False,Karnataka
+917879881501,P001175,False,Delhi
+917082691915,P001176,False,UP East
+917405176655,P001177,False,Rajasthan
+918711505241,P001178,False,Karnataka
+918175471707,P001179,False,UP West
+919104649777,P001180,False,Haryana
+916057395058,P001181,False,West Bengal
+916206592601,P001182,False,Bihar & Jharkhand
+918927634816,P001183,False,Rajasthan
+916271992854,P001184,False,Maharashtra
+918797359431,P001185,False,Kolkata
+916131071899,P001186,False,West Bengal
+916925515483,P001187,False,Bihar & Jharkhand
+919930285785,P001188,False,Karnataka
+916489137560,P001189,False,Haryana
+916955936422,P001190,False,Haryana
+919093637824,P001191,False,Karnataka
+919054822205,P001192,False,Haryana
+917320797915,P001193,False,Haryana
+917212588073,P001194,False,UP West
+918637936945,P001195,False,Maharashtra
+919455220255,P001196,False,Maharashtra
+918705141252,P001197,False,Bihar & Jharkhand
+918676628018,P001198,False,Rajasthan
+918205522987,P001199,False,West Bengal
+916641204096,P001200,False,Haryana
+918819424526,P001201,False,UP West
+918715781414,P001202,False,Haryana
+916516465702,P001203,False,Maharashtra
+916204308860,P001204,False,Bihar & Jharkhand
+919202709114,P001205,False,Delhi
+916053407470,P001206,False,UP East
+916780151025,P001207,False,Maharashtra
+916508790230,P001208,False,Haryana
+918489024631,P001209,False,Kolkata
+919438126039,P001210,False,Haryana
+918303775644,P001211,False,Rajasthan
+918981296450,P001212,False,Haryana
+917946183825,P001213,False,West Bengal
+917638992498,P001214,False,Rajasthan
+917892673768,P001215,False,Delhi
+918220214932,P001216,False,Bihar & Jharkhand
+918861252416,P001217,False,Karnataka
+918387832690,P001218,False,UP East
+918720254210,P001219,False,Rajasthan
+916691573234,P001220,False,Kolkata
+916684947529,P001221,False,Delhi
+918002790890,P001222,False,Maharashtra
+916176015962,P001223,False,Rajasthan
+918253787516,P001224,False,Maharashtra
+917394117268,P001225,False,Maharashtra
+916129479315,P001226,False,Bihar & Jharkhand
+916298180414,P001227,False,Karnataka
+916809259963,P001228,False,UP West
+918720512339,P001229,False,Haryana
+917314837667,P001230,False,Karnataka
+916790952993,P001231,False,Bihar & Jharkhand
+918558232083,P001232,False,Delhi
+918364406838,P001233,False,Haryana
+919820759326,P001234,False,UP West
+917446522472,P001235,False,UP West
+917419874391,P001236,False,West Bengal
+916312848356,P001237,False,Karnataka
+916136848688,P001238,False,Karnataka
+916203336033,P001239,False,Karnataka
+917806669330,P001240,False,Haryana
+919125775236,P001241,False,UP West
+917030961523,P001242,False,Delhi
+919950257152,P001243,False,Maharashtra
+918013263381,P001244,False,Maharashtra
+918840600964,P001245,False,West Bengal
+918694020638,P001246,False,Maharashtra
+917690376685,P001247,False,Delhi
+917448917096,P001248,False,Rajasthan
+916495909951,P001249,False,Bihar & Jharkhand
+916339859351,P001250,False,Rajasthan
+917978317805,P001251,False,West Bengal
+917817392294,P001252,False,Karnataka
+917127357620,P001253,False,Maharashtra
+918449561472,P001254,False,Karnataka
+918306483413,P001255,False,Rajasthan
+916312308997,P001256,False,Kolkata
+917921696398,P001257,False,Maharashtra
+917624683243,P001258,False,Bihar & Jharkhand
+916714831054,P001259,False,Bihar & Jharkhand
+916096181020,P001260,False,West Bengal
+919930185330,P001261,False,Rajasthan
+917749059311,P001262,False,Maharashtra
+919796327542,P001263,False,West Bengal
+919269158917,P001264,False,Haryana
+918229557631,P001265,False,Karnataka
+917067121211,P001266,False,Karnataka
+918742861363,P001267,False,Maharashtra
+918383551279,P001268,False,Bihar & Jharkhand
+917611093464,P001269,False,West Bengal
+917152850717,P001270,False,Rajasthan
+917922220153,P001271,False,Bihar & Jharkhand
+918778444134,P001272,False,Maharashtra
+918805106883,P001273,False,Maharashtra
+917120221493,P001274,False,Rajasthan
+916356894335,P001275,False,Karnataka
+917835244985,P001276,False,UP East
+916719887869,P001277,False,UP West
+918897001162,P001278,False,West Bengal
+917501098065,P001279,False,Karnataka
+919088370148,P001280,False,Haryana
+917911887285,P001281,False,Haryana
+916118470879,P001282,False,Maharashtra
+918593163573,P001283,False,UP East
+919528849137,P001284,False,Kolkata
+919355223440,P001285,False,Bihar & Jharkhand
+916139733044,P001286,False,Karnataka
+918804771865,P001287,False,Kolkata
+919897979902,P001288,False,Maharashtra
+916239940331,P001289,False,Bihar & Jharkhand
+916054087872,P001290,False,Maharashtra
+916664809591,P001291,False,Karnataka
+917822433954,P001292,False,UP West
+917111349236,P001293,False,Maharashtra
+916773642623,P001294,False,West Bengal
+918404882535,P001295,False,Haryana
+918187389424,P001296,False,Rajasthan
+919780025604,P001297,False,Karnataka
+917602835166,P001298,False,Rajasthan
+919843966579,P001299,False,Maharashtra
+916464543520,P001300,False,Bihar & Jharkhand
+918252265602,P001301,False,West Bengal
+917770013514,P001302,False,Rajasthan
+918250012200,P001303,False,Haryana
+919581459476,P001304,False,UP West
+916065293738,P001305,False,Haryana
+916205142167,P001306,False,West Bengal
+916772124957,P001307,False,UP West
+918051713767,P001308,False,Delhi
+916713216157,P001309,False,Bihar & Jharkhand
+918507835001,P001310,False,Rajasthan
+917349920410,P001311,False,UP West
+916740882261,P001312,False,Rajasthan
+919342239220,P001313,False,Bihar & Jharkhand
+917354091064,P001314,False,Bihar & Jharkhand
+919054255912,P001315,False,Bihar & Jharkhand
+918321525095,P001316,False,Maharashtra
+916644002188,P001317,False,Bihar & Jharkhand
+919854324187,P001318,False,Kolkata
+919503040648,P001319,False,Bihar & Jharkhand
+916435612479,P001320,False,Bihar & Jharkhand
+916079887321,P001321,False,Rajasthan
+917865653590,P001322,False,Karnataka
+916785520671,P001323,False,West Bengal
+917756015101,P001324,False,Delhi
+918686486012,P001325,False,West Bengal
+916929896354,P001326,False,Rajasthan
+917781069274,P001327,False,West Bengal
+918592584447,P001328,False,Maharashtra
+917082814408,P001329,False,UP West
+919815351284,P001330,False,West Bengal
+919642192060,P001331,False,Maharashtra
+919450341796,P001332,False,Delhi
+919060821570,P001333,False,West Bengal
+918433869945,P001334,False,Rajasthan
+918149868046,P001335,False,West Bengal
+918567591759,P001336,False,Karnataka
+916236022813,P001337,False,Rajasthan
+917628723586,P001338,False,UP West
+919940898007,P001339,False,Haryana
+918952472148,P001340,False,Rajasthan
+918666542048,P001341,False,Karnataka
+917818818863,P001342,False,Haryana
+917747377446,P001343,False,Karnataka
+917936599572,P001344,False,Maharashtra
+916913682832,P001345,False,Delhi
+917279935281,P001346,False,Maharashtra
+916167025917,P001347,False,Kolkata
+919659266698,P001348,False,Haryana
+917822519386,P001349,False,West Bengal
+916642296903,P001350,False,Haryana
+916336575606,P001351,False,Maharashtra
+917504563963,P001352,False,Haryana
+919237624583,P001353,False,UP West
+916085209816,P001354,False,Kolkata
+916374855891,P001355,False,Bihar & Jharkhand
+919032134043,P001356,False,Delhi
+918750129890,P001357,False,West Bengal
+918175107190,P001358,False,Delhi
+919309027302,P001359,False,West Bengal
+917313919608,P001360,False,UP West
+916819854022,P001361,False,UP West
+919617645257,P001362,False,Rajasthan
+916048558712,P001363,False,Maharashtra
+916867917614,P001364,False,Maharashtra
+919494412288,P001365,False,Rajasthan
+917574606633,P001366,False,Rajasthan
+916025667408,P001367,False,Maharashtra
+917398968126,P001368,False,Rajasthan
+918330808275,P001369,False,Karnataka
+918837841403,P001370,False,Haryana
+919145410231,P001371,False,Haryana
+918646826567,P001372,False,Rajasthan
+918379909343,P001373,False,Haryana
+919475496996,P001374,False,Haryana
+917467487941,P001375,False,Haryana
+916661310902,P001376,False,Maharashtra
+916399606960,P001377,False,Maharashtra
+919427508727,P001378,False,Haryana
+917139431369,P001379,False,Rajasthan
+918705739899,P001380,False,Delhi
+918979866322,P001381,False,Maharashtra
+917995268806,P001382,False,Bihar & Jharkhand
+918193827544,P001383,True,Bihar & Jharkhand
+919482079779,P001384,True,Bihar & Jharkhand
+919466855799,P001385,True,Bihar & Jharkhand
+917849441482,P001386,True,Bihar & Jharkhand
+917441631154,P001387,True,Bihar & Jharkhand
+918057590218,P001388,False,Bihar & Jharkhand
+918502727222,P001389,False,Bihar & Jharkhand
+916347364025,P001390,False,Bihar & Jharkhand
+916651748494,P001391,False,Bihar & Jharkhand
+919889052687,P001392,False,Bihar & Jharkhand
+919337730946,P001393,False,Bihar & Jharkhand
+917281612222,P001394,False,Bihar & Jharkhand
+919792517963,P001395,False,Bihar & Jharkhand
+916375036533,P001396,False,Bihar & Jharkhand
+917557733446,P001397,False,Maharashtra
+918270038458,P001398,False,Haryana
+918619542542,P001399,False,Kolkata
+918576214047,P001400,False,Karnataka
+918246369809,P001401,False,Delhi
+917929131521,P001402,False,UP East
+918607982260,P001403,False,Maharashtra
+918036735107,P001404,False,Haryana
+917447175658,P001405,False,Kolkata
+916846369493,P001406,False,Karnataka
+919111213919,P001407,False,Delhi
+917223722590,P001408,False,UP East
+919019511991,P001409,False,Maharashtra
+919614446360,P001410,False,Haryana
+916834961195,P001411,False,Kolkata
+919566140588,P001412,False,Karnataka
+919863672426,P001413,False,Delhi
+916819974394,P001414,False,UP East
+918322563746,P001415,False,Maharashtra
+917884941564,P001416,False,Haryana
+918827841771,P001417,False,Kolkata
+916828778382,P001418,False,Karnataka
+917838598477,P001419,False,Delhi
+917133130834,P001420,False,UP East
+916109043270,P001421,False,Maharashtra
+919741498556,P001422,False,Haryana
+919066007189,P001423,False,Kolkata
+919897159150,P001424,False,Karnataka
+919973774985,P001425,False,Delhi
+916230853379,P001426,False,UP East
+917809397235,P001427,False,Maharashtra
+916488426420,P001428,False,Haryana
+919910191090,P001429,False,Kolkata
+918531485924,P001430,False,Karnataka
+919699538793,P001431,False,Delhi
+918862377305,P001432,False,UP East
+918960422625,P001433,False,Maharashtra
+917016433560,P001434,False,Haryana
+919464848581,P001435,False,Kolkata
+919836842662,P001436,False,Karnataka
+917617562336,P001437,False,Delhi
+919527061305,P001438,False,UP East
+916530172226,P001439,False,Maharashtra
+916890800145,P001440,False,Haryana
+918344186328,P001441,False,Kolkata
+917161011325,P001442,False,Karnataka
+917161356807,P001443,False,Delhi
+918108908516,P001444,False,UP East
+917799665086,P001445,False,Maharashtra
+917790865168,P001446,False,Haryana
+917682222836,P001447,False,Haryana
+916624075292,P001448,True,Haryana
+918269821691,P001449,True,Haryana
+916340528211,P001450,True,Haryana
+917841935211,P001451,False,Haryana
+916492306681,P001452,False,Haryana
+919095817516,P001453,False,Haryana
+916763760521,P001454,False,Haryana
+918412128868,P001455,False,Haryana
+917793112987,P001456,False,Maharashtra
+917633951126,P001457,False,Rajasthan
+917054031591,P001458,False,West Bengal
+917530041076,P001459,False,Maharashtra
+918294244152,P001460,False,Rajasthan
+918348121424,P001461,False,West Bengal
+919213621264,P001462,False,Maharashtra
+917780898679,P001463,False,Rajasthan
+917978508021,P001464,False,West Bengal
+916440980451,P001465,False,Maharashtra
+918446954664,P001466,False,Rajasthan
+918605489228,P001467,False,West Bengal
+919662130698,P001468,False,Maharashtra
+918357876668,P001469,False,Rajasthan
+917931075577,P001470,False,West Bengal
+916076625662,P001471,False,Maharashtra
+919653966738,P001472,False,Rajasthan
+918165337827,P001473,False,West Bengal
+919461653922,P001474,False,Haryana
+918430411281,P001475,True,Haryana
+916036569568,P001476,True,Haryana
+918698636887,P001477,True,Haryana
+916009321069,P001478,False,Haryana
+919462435582,P001479,False,Haryana
+917235420567,P001480,False,Haryana
+918049077383,P001481,False,Haryana
+919668976138,P001482,False,Haryana
+917029293644,P001483,False,Maharashtra
+919542306415,P001484,False,Rajasthan
+917032351734,P001485,False,West Bengal
+917165429148,P001486,False,Maharashtra
+916803723793,P001487,False,Rajasthan
+917585951340,P001488,False,West Bengal
+916753972398,P001489,False,Maharashtra
+916504684887,P001490,False,Rajasthan
+917336450177,P001491,False,West Bengal
+917828904176,P001492,False,Maharashtra
+917407240230,P001493,False,Rajasthan
+918715966588,P001494,False,West Bengal
+917219944800,P001495,False,Maharashtra
+919490098426,P001496,False,Rajasthan
+918867638351,P001497,False,West Bengal
+919511056120,P001498,False,Maharashtra
+917967971863,P001499,False,Rajasthan
+918027415486,P001500,False,West Bengal
