person_id,name,role,account_age_days,district,state,lat,lng
P000339,Oni Dubey,normal,2425,Gurugram,Haryana,28.416,76.99414
P000340,Hardik Suri,normal,259,Mumbai,Maharashtra,19.10122,72.8482
P000341,Ati Bali,normal,2931,Thane,Maharashtra,19.24211,73.00475
P000342,Teerth Sawhney,normal,2950,Howrah,West Bengal,22.63328,88.28674
P000343,Warinder Patil,normal,1408,New Delhi,Delhi,28.63627,77.15031
P000344,Jhalak Parmer,normal,1178,Asansol,West Bengal,23.72352,86.9838
P000345,Mitali Majumdar,normal,2853,Kolkata,West Bengal,22.61151,88.3504
P000346,Jason Sha,normal,1817,Kolkata,West Bengal,22.55717,88.33717
P000347,Simon Bail,normal,1272,Pune,Maharashtra,18.51939,73.89047
P000348,Gauri Kohli,normal,1279,Howrah,West Bengal,22.57628,88.23762
P000349,Samesh Biswas,normal,2268,Mumbai,Maharashtra,19.09847,72.92277
P000350,Tarak Kaul,normal,2451,Deoghar,Jharkhand,24.45975,86.66971
P000351,Manbir Agate,normal,325,Howrah,West Bengal,22.52974,88.28059
P000352,Maanav De,normal,315,Delhi Central,Delhi,28.62083,77.27524
P000353,Owen Choudhary,normal,17,Thane,Maharashtra,19.25886,72.91925
P000354,Karan Aurora,normal,2123,Thane,Maharashtra,19.21818,73.01888
P000355,Wazir Naik,normal,29,Bengaluru,Karnataka,12.96287,77.58279
P000356,Owen Lanka,normal,2459,Mangaluru,Karnataka,12.9169,74.88991
P000357,Jonathan Sama,normal,1159,Ghaziabad,Uttar Pradesh,28.61559,77.45375
P000358,Devansh Soni,normal,213,Pune,Maharashtra,18.556,73.8415
P000359,Janaki Varghese,normal,2907,Gurugram,Haryana,28.40259,77.01348
P000360,Siya Thakur,normal,2006,Agra,Uttar Pradesh,27.16377,78.02464
P000361,Caleb Verma,normal,1987,Ghaziabad,Uttar Pradesh,28.73429,77.45047
P000362,Tara Balasubramanian,normal,536,Hubballi,Karnataka,15.32849,75.09605
P000363,Varenya Ratti,normal,420,Nagpur,Maharashtra,21.11916,79.06144
P000364,Hritik Swaminathan,normal,1235,Bengaluru,Karnataka,12.99206,77.6077
P000365,Ethan Buch,normal,1952,Alwar,Rajasthan,27.49421,76.59458
P000366,Manbir Bhatti,normal,1947,Mysuru,Karnataka,12.33283,76.56031
P000367,Anvi Nair,normal,1061,Bharatpur,Rajasthan,27.20775,77.4542
P000368,Chaitaly Setty,normal,1992,Howrah,West Bengal,22.56076,88.25972
P000369,Hardik Contractor,normal,1066,Deoghar,Jharkhand,24.44291,86.6926
P000370,Qushi Seth,normal,1352,Asansol,West Bengal,23.6563,87.03141
P000371,Odika Nori,normal,1568,Mumbai,Maharashtra,19.1731,72.8818
P000372,Mohini Sagar,normal,1528,Mumbai,Maharashtra,19.06355,72.93174
P000373,Dhriti Sane,normal,1408,Gurugram,Haryana,28.4333,76.99298
P000374,Aadhya Prasad,normal,138,Durgapur,West Bengal,23.55223,87.34759
P000375,Urvi Bhavsar,normal,2963,Bengaluru,Karnataka,12.98345,77.63426
P000376,Frederick Chander,normal,2437,Asansol,West Bengal,23.68557,87.03219
P000377,Gopal Pradhan,normal,1788,Asansol,West Bengal,23.66124,86.94237
P000378,Darpan Narayan,normal,636,Alwar,Rajasthan,27.4961,76.56985
P000379,Nirja Pandya,normal,1329,Faridabad,Haryana,28.41835,77.36403
P000380,Charan Mani,normal,2212,Hubballi,Karnataka,15.35435,75.07557
P000381,Indira Chawla,normal,2973,Thane,Maharashtra,19.25905,72.94056
P000382,Mohammed Subramaniam,normal,2230,Howrah,West Bengal,22.59444,88.31544
P000383,Hritik Palla,normal,1924,Hubballi,Karnataka,15.32217,75.1184
P000384,Ishwar Mallick,normal,372,Nagpur,Maharashtra,21.11053,79.11362
P000385,Pushti Bal,normal,1835,Alwar,Rajasthan,27.45882,76.6263
P000386,Ayush Gole,normal,2206,Bharatpur,Rajasthan,27.17948,77.46896
P000387,Dayamai Nori,normal,593,Deoghar,Jharkhand,24.51478,86.6573
P000388,Abeer Golla,normal,829,Pune,Maharashtra,18.51866,73.86336
P000389,Nandini Boase,normal,2718,Mangaluru,Karnataka,12.95359,74.8695
P000390,Azaan Chand,normal,2766,Kolkata,West Bengal,22.58907,88.46347
P000391,Krisha Saini,normal,372,Hubballi,Karnataka,15.3614,75.14021
P000392,Harita Dugar,normal,3191,Nagpur,Maharashtra,21.14843,79.09501
P000393,Devika Nair,normal,2204,Ghaziabad,Uttar Pradesh,28.66568,77.40336
P000394,Charles Dugal,normal,1199,Rohtak,Haryana,28.91441,76.708
P000395,Chandran Bumb,normal,1275,Ghaziabad,Uttar Pradesh,28.72998,77.34292
P000396,Saanvi Samra,normal,749,Agra,Uttar Pradesh,27.1161,77.97426
P000397,Riya Sachdeva,normal,2076,Thane,Maharashtra,19.23346,72.98787
P000398,Tanveer Vala,normal,2535,Mangaluru,Karnataka,12.89378,74.79017
P000399,Hemani Sani,normal,1298,Alwar,Rajasthan,27.51716,76.70705
P000400,Bhanumati Sur,normal,1017,Jaipur,Rajasthan,26.8726,75.79637
P000401,Chakradev Kannan,normal,53,Ghaziabad,Uttar Pradesh,28.71065,77.4727
P000402,Christopher Amble,normal,846,Mysuru,Karnataka,12.2975,76.62596
P000403,Charvi Kakar,normal,2555,Jaipur,Rajasthan,26.85236,75.75786
P000404,Aadhya Mann,normal,1542,Thane,Maharashtra,19.19447,73.05519
P000405,Jagdish Amble,normal,514,Howrah,West Bengal,22.60047,88.27043
P000406,Qushi Gill,normal,2388,Deoghar,Jharkhand,24.48343,86.6791
P000407,Lajita Walia,normal,2278,Ranchi,Jharkhand,23.33166,85.29451
P000408,Xiti Pandya,normal,2603,Bharatpur,Rajasthan,27.23097,77.47419
P000409,Mekhala Basak,normal,1365,Hubballi,Karnataka,15.3577,75.04485
P000410,Anirudh Sharaf,normal,2201,Asansol,West Bengal,23.69669,86.95093
P000411,Dhriti Sanghvi,normal,1723,Delhi Central,Delhi,28.67121,77.2072
P000412,Omisha Mann,normal,376,Mysuru,Karnataka,12.26992,76.69065
P000413,Nidhi Bail,normal,345,Deoghar,Jharkhand,24.56223,86.74428
P000414,Onveer Sharma,normal,488,Howrah,West Bengal,22.5979,88.22898
P000415,Gaurang Sarkar,normal,2973,Bharatpur,Rajasthan,27.28559,77.59792
P000416,Yagnesh Sarin,normal,2077,Mysuru,Karnataka,12.24935,76.59454
P000417,Farhan Randhawa,normal,14,Pune,Maharashtra,18.42947,73.88452
P000418,Harinakshi Kant,normal,3100,Lucknow,Uttar Pradesh,26.84401,81.02251
P000419,Om Bose,normal,102,Mumbai,Maharashtra,19.05385,72.82162
P000420,Yashvi Hari,normal,1187,Gurugram,Haryana,28.49639,77.03632
P000421,Indali Divan,normal,2499,Noida,Uttar Pradesh,28.49536,77.33413
P000422,Harshil Dhingra,normal,1911,Deoghar,Jharkhand,24.47847,86.62848
P000423,Rudra Ghose,normal,3179,Faridabad,Haryana,28.39683,77.29237
P000424,Faqid Goel,normal,784,Lucknow,Uttar Pradesh,26.87992,80.93987
P000425,Ucchal Sen,normal,2973,Rohtak,Haryana,28.86068,76.61282
P000426,Diya Dora,normal,847,Noida,Uttar Pradesh,28.5471,77.39418
P000427,Ekansh Singh,normal,2677,Nagpur,Maharashtra,21.21828,79.06077
P000428,Chavvi Maharaj,normal,2699,Deoghar,Jharkhand,24.4599,86.76649
P000429,Indira Tripathi,normal,754,Alwar,Rajasthan,27.50787,76.61527
P000430,Dayita Shenoy,normal,2509,Rohtak,Haryana,28.9023,76.64228
P000431,Baljiwan Bhandari,normal,1148,Thane,Maharashtra,19.19772,72.951
P000432,Bhavini Bose,normal,2328,Pune,Maharashtra,18.47903,73.89623
P000433,Yashica Rajagopalan,normal,1324,Thane,Maharashtra,19.17024,73.04654
P000434,Benjamin Sengupta,normal,652,Alwar,Rajasthan,27.49494,76.64377
P000435,Ekanta Soni,normal,2545,Mangaluru,Karnataka,12.88415,74.86147
P000436,David Seshadri,normal,2306,Thane,Maharashtra,19.19328,73.02662
P000437,Hemal Chad,normal,763,Mangaluru,Karnataka,12.90218,74.8548
P000438,Balveer Kota,normal,1870,Mumbai,Maharashtra,19.05477,72.92313
P000439,Reva Viswanathan,normal,1761,Alwar,Rajasthan,27.56178,76.67166
P000440,Januja Pradhan,normal,1384,Ranchi,Jharkhand,23.34093,85.30149
P000441,Lila Rege,normal,2602,Noida,Uttar Pradesh,28.48932,77.40227
P000442,Charles Natt,normal,1616,Mangaluru,Karnataka,12.91858,74.89521
P000443,Forum Chandra,normal,2494,Bharatpur,Rajasthan,27.23997,77.53836
P000444,Bhanumati Krishnan,normal,2865,Mangaluru,Karnataka,12.89398,74.86719
P000445,Gauri Bumb,normal,403,Howrah,West Bengal,22.64602,88.26481
P000446,Inaya Mukherjee,normal,648,Ranchi,Jharkhand,23.42692,85.28642
P000447,Kai Chad,normal,61,Kota,Rajasthan,25.28226,75.82463
P000448,Krisha Narasimhan,normal,1753,Mysuru,Karnataka,12.28019,76.60361
P000449,Girik Sampath,normal,2186,Jamtara,Jharkhand,23.95137,86.85022
P000450,Andrew Patil,normal,2135,Lucknow,Uttar Pradesh,26.82077,81.01652
P000451,Pranit Kala,normal,1186,Agra,Uttar Pradesh,27.17474,78.06754
P000452,Vedika Handa,normal,1015,Agra,Uttar Pradesh,27.21273,78.05181
P000453,Laksh Dubey,normal,3021,Bharatpur,Rajasthan,27.22992,77.47663
P000454,Chakrika Chaudhuri,normal,381,Asansol,West Bengal,23.62447,86.97931
P000455,Gayathri Deep,normal,63,Nagpur,Maharashtra,21.13718,79.06173
P000456,Mitesh Gaba,normal,1197,Bharatpur,Rajasthan,27.22202,77.41059
P000457,Noah Sarma,normal,1223,Bengaluru,Karnataka,12.98752,77.56852
P000458,Nirja Patla,normal,2519,Jaipur,Rajasthan,26.92079,75.83127
P000459,Sachi Mane,normal,1575,Faridabad,Haryana,28.39953,77.30507
P000460,Vivaan Walla,normal,2720,Asansol,West Bengal,23.66886,86.92609
P000461,Dayamai Singh,normal,160,Ranchi,Jharkhand,23.30366,85.29474
P000462,Jhalak Sastry,normal,537,Kota,Rajasthan,25.22028,75.88143
P000463,Baghyawati Raja,normal,2929,Howrah,West Bengal,22.58638,88.25786
P000464,Neel Iyengar,normal,805,Rohtak,Haryana,28.85223,76.60416
P000465,Zashil Ben,normal,2343,Nagpur,Maharashtra,21.14122,79.10859
P000466,Kamya Chauhan,normal,2242,Kota,Rajasthan,25.23591,75.85517
P000467,Bhavani Chacko,normal,3009,Agra,Uttar Pradesh,27.19362,78.0631
P000468,Anjali Sengupta,normal,50,Jamtara,Jharkhand,23.92506,86.79661
P000469,Rajeshri Chand,normal,1930,Agra,Uttar Pradesh,27.16074,77.99737
P000470,Shravya Palla,normal,1263,Nuh,Haryana,28.08937,76.98799
P000471,Oeshi Bera,normal,176,Thane,Maharashtra,19.22567,72.94682
P000472,Yadavi Prakash,normal,663,Ranchi,Jharkhand,23.38851,85.30106
P000473,Libni Bumb,normal,1509,Agra,Uttar Pradesh,27.23563,77.97697
P000474,Udarsh Bala,normal,1726,Alwar,Rajasthan,27.57699,76.63204
P000475,Hardik Nayak,normal,175,Kolkata,West Bengal,22.64334,88.30796
P000476,Laksh Barad,normal,557,Rohtak,Haryana,28.84933,76.66804
P000477,Urmi Dewan,normal,1771,Kolkata,West Bengal,22.55866,88.37928
P000478,Saumya Ahluwalia,normal,3096,Pune,Maharashtra,18.53438,73.83822
P000479,Anirudh Kunda,normal,1781,Delhi Central,Delhi,28.69878,77.15233
P000480,Mason Wable,normal,420,Kolkata,West Bengal,22.56846,88.43487
P000481,Indrajit Mani,normal,1013,Thane,Maharashtra,19.2176,72.92639
P000482,Charvi Dara,normal,2979,Ranchi,Jharkhand,23.32067,85.31548
P000483,William Saini,normal,1149,Thane,Maharashtra,19.20907,73.00991
P000484,Dev Choudhry,normal,2323,Mumbai,Maharashtra,19.04199,72.88139
P000485,Amol Varma,normal,705,Asansol,West Bengal,23.69912,86.92868
P000486,Maanas Manne,normal,230,Hubballi,Karnataka,15.36349,75.08482
P000487,Aarav Pandit,normal,1988,Kota,Rajasthan,25.21016,75.83157
P000488,Omaja Grover,normal,2753,Delhi Central,Delhi,28.68016,77.22329
P000489,Jalsa Bir,normal,159,Mangaluru,Karnataka,13.01,74.89948
P000490,Madhavi Singhal,normal,3063,Delhi Central,Delhi,28.63402,77.18262
P000491,Lila Prakash,normal,765,Kolkata,West Bengal,22.53083,88.36694
P000492,Amol Parikh,normal,981,Agra,Uttar Pradesh,27.15243,77.99206
P000493,Hemani Khosla,normal,2836,Rohtak,Haryana,28.95516,76.65824
P000494,Gaurangi Deol,normal,404,Lucknow,Uttar Pradesh,26.79498,80.95129
P000495,Indira Nigam,normal,487,Agra,Uttar Pradesh,27.21274,77.93587
P000496,Ucchal Srinivas,normal,1596,Mumbai,Maharashtra,19.07258,72.89412
P000497,Krishna Bhatnagar,normal,152,Mysuru,Karnataka,12.33083,76.67412
P000498,Balhaar Memon,normal,918,Lucknow,Uttar Pradesh,26.84489,80.93937
P000499,Caleb Iyengar,normal,2796,Thane,Maharashtra,19.26497,72.98554
P000500,Diya Mukherjee,normal,2837,Thane,Maharashtra,19.20264,72.94604
P000501,Urvashi Kulkarni,normal,270,Lucknow,Uttar Pradesh,26.88041,80.9098
P000502,Rayaan Mangal,normal,2856,Nagpur,Maharashtra,21.17982,79.09668
P000503,Champak Narula,normal,1219,Mumbai,Maharashtra,19.07032,72.87446
P000504,Jeet Pillai,normal,2340,Jaipur,Rajasthan,26.93652,75.76253
P000505,Mugdha Sarraf,normal,33,Durgapur,West Bengal,23.55372,87.34577
P000506,Harinakshi Grover,normal,800,Ranchi,Jharkhand,23.306,85.25043
P000507,Widisha Pillai,normal,110,Ranchi,Jharkhand,23.29359,85.33118
P000508,Fitan Samra,normal,34,Alwar,Rajasthan,27.51531,76.65141
P000509,Qushi Gole,normal,31,Durgapur,West Bengal,23.50816,87.37887
P000510,Ekani Chauhan,normal,1221,Rohtak,Haryana,28.97,76.62547
P000511,Falak Merchant,normal,315,Mangaluru,Karnataka,12.96406,74.85771
P000512,Sanaya Sandhu,normal,1298,Gurugram,Haryana,28.46146,77.02945
P000513,Sachi Panchal,normal,2367,Mangaluru,Karnataka,12.92117,74.83667
P000514,Brijesh Pandit,normal,2009,Thane,Maharashtra,19.20019,72.93661
P000515,Anvi Bhandari,normal,1915,Deoghar,Jharkhand,24.47443,86.69889
P000516,Nidra Patla,normal,1004,Ranchi,Jharkhand,23.35,85.29516
P000517,Azaan Dhar,normal,2828,Ranchi,Jharkhand,23.36835,85.25439
P000518,Bakhshi Date,normal,2918,Thane,Maharashtra,19.21183,73.00595
P000519,Warinder Peri,normal,3091,Hubballi,Karnataka,15.37207,75.18589
P000520,Leela Bali,normal,1413,Kota,Rajasthan,25.14379,75.81194
P000521,Shivani Prabhakar,normal,1029,Bengaluru,Karnataka,13.01353,77.56582
P000522,Sachi Bose,normal,180,Kolkata,West Bengal,22.52806,88.35952
P000523,Jeevika Rao,normal,2024,Noida,Uttar Pradesh,28.50976,77.3889
P000524,Arya Krish,normal,2580,Ranchi,Jharkhand,23.35916,85.2843
P000525,Atharv Grewal,normal,2597,Agra,Uttar Pradesh,27.19531,78.04659
P000526,Zarna Ram,normal,2703,Bengaluru,Karnataka,13.00904,77.50771
P000527,Adweta Lad,normal,328,Howrah,West Bengal,22.63422,88.25827
P000528,Tanish Mangal,normal,10,Gurugram,Haryana,28.52825,77.01392
P000529,Ryan Das,normal,656,Faridabad,Haryana,28.38542,77.26207
P000530,Ethan Seth,normal,2290,Noida,Uttar Pradesh,28.51638,77.40665
P000531,Sai Chahal,normal,1243,Gurugram,Haryana,28.43717,77.04472
P000532,Idika Bhattacharyya,normal,1123,Nagpur,Maharashtra,21.1069,79.0408
P000533,Charita Dugar,normal,2739,Noida,Uttar Pradesh,28.47621,77.42506
P000534,Janaki Trivedi,normal,2290,New Delhi,Delhi,28.66697,77.24229
P000535,Jairaj Iyer,normal,1862,Mumbai,Maharashtra,19.11712,72.80392
P000536,Warjas Tak,normal,1281,Agra,Uttar Pradesh,27.22573,77.92002
P000537,Jalsa Pillay,normal,1029,Mumbai,Maharashtra,19.08523,72.84613
P000538,Kai Chadha,normal,2813,Mangaluru,Karnataka,12.91517,74.8047
P000539,Dayamai Rao,normal,2144,Pune,Maharashtra,18.53066,73.8252
P000540,Nirja Rout,normal,1470,Kolkata,West Bengal,22.56052,88.36754
P000541,Jeremiah Nadig,normal,762,Faridabad,Haryana,28.45374,77.31356
P000542,Shivani Shukla,normal,2224,Bharatpur,Rajasthan,27.1792,77.45071
P000543,Kabir Gopal,normal,2068,Dhanbad,Jharkhand,23.82987,86.45529
P000544,Rachita Thakkar,normal,3106,Gurugram,Haryana,28.38205,77.03194
P000545,Jeet Vasa,normal,2330,Lucknow,Uttar Pradesh,26.88905,80.94252
P000546,Daksha Gala,normal,1375,Ghaziabad,Uttar Pradesh,28.65581,77.43961
P000547,Ekantika Kar,normal,481,Gurugram,Haryana,28.48199,77.06541
P000548,Zilmil Mander,normal,1413,Kolkata,West Bengal,22.46259,88.38985
P000549,Zashil Hegde,normal,990,Howrah,West Bengal,22.57852,88.34637
P000550,Jeremiah Mitter,normal,335,Delhi Central,Delhi,28.68862,77.2713
P000551,Yadavi Ganguly,normal,1379,Noida,Uttar Pradesh,28.52614,77.4321
P000552,Onveer Nazareth,normal,309,Ghaziabad,Uttar Pradesh,28.64669,77.45352
P000553,Ayush Bumb,normal,2277,Agra,Uttar Pradesh,27.12139,78.03296
P000554,Alka Kade,normal,333,Alwar,Rajasthan,27.59629,76.61375
P000555,Azaan Tank,normal,1871,Asansol,West Bengal,23.67861,86.97574
P000556,Chasmum Subramanian,normal,786,Lucknow,Uttar Pradesh,26.7812,80.98213
P000557,Nidra Mishra,normal,1144,Pune,Maharashtra,18.54437,73.85839
P000558,Elijah Bhasin,normal,1922,Bengaluru,Karnataka,12.8839,77.53293
P000559,Ria Sagar,normal,2899,Bengaluru,Karnataka,12.96635,77.66379
P000560,Ucchal Jani,normal,2465,Ghaziabad,Uttar Pradesh,28.65449,77.45939
P000561,Maanas Munshi,normal,2074,Mysuru,Karnataka,12.34443,76.62136
P000562,Hemani Rastogi,normal,3119,Jamtara,Jharkhand,24.00747,86.86589
P000563,Kamala Varma,normal,669,Jamtara,Jharkhand,23.98315,86.81166
P000564,Eiravati Khurana,normal,377,Lucknow,Uttar Pradesh,26.73082,80.90713
P000565,Jason Loke,normal,1809,Bengaluru,Karnataka,12.93345,77.64568
P000566,Yug Dhaliwal,normal,670,Rohtak,Haryana,28.86076,76.60423
P000567,Chandresh Mannan,normal,1367,Deoghar,Jharkhand,24.5309,86.85783
P000568,Omya Kothari,normal,857,Ghaziabad,Uttar Pradesh,28.66724,77.38474
P000569,Falak Munshi,normal,2431,Noida,Uttar Pradesh,28.56571,77.4011
P000570,Nathaniel Tara,normal,142,Durgapur,West Bengal,23.54619,87.33787
P000571,Wishi Morar,normal,2080,Nuh,Haryana,28.12576,77.02638
P000572,Arin Chana,normal,1486,Noida,Uttar Pradesh,28.56376,77.47847
P000573,Yashasvi Shankar,normal,2369,Ranchi,Jharkhand,23.33771,85.30178
P000574,Tanveer Pandit,normal,1294,Bengaluru,Karnataka,12.99407,77.57225
P000575,Chandresh Manda,normal,2675,Agra,Uttar Pradesh,27.13176,78.01113
P000576,Upma Mangal,normal,246,Nagpur,Maharashtra,21.12103,79.05205
P000577,Hritik Sankar,normal,2489,Delhi Central,Delhi,28.64005,77.21445
P000578,Aishani Pau,normal,3159,Thane,Maharashtra,19.27066,72.98556
P000579,Jasmit Bath,normal,2731,Faridabad,Haryana,28.40707,77.323
P000580,Charan Hayer,normal,1040,Pune,Maharashtra,18.50783,73.88518
P000581,Bhavya Borah,normal,2891,Bharatpur,Rajasthan,27.20058,77.49664
P000582,Yamini Seshadri,normal,920,Asansol,West Bengal,23.61736,86.97752
P000583,Jagat Dave,normal,1673,Faridabad,Haryana,28.40316,77.24359
P000584,Meera Prakash,normal,534,New Delhi,Delhi,28.66492,77.20562
P000585,Jasmit Dhawan,normal,964,Asansol,West Bengal,23.61683,86.96193
P000586,Yashodhara Ratti,normal,1303,Alwar,Rajasthan,27.58794,76.61402
P000587,Chakradev Barad,normal,527,Jamtara,Jharkhand,23.94269,86.80461
P000588,Gauri Som,normal,430,Ranchi,Jharkhand,23.31448,85.30057
P000589,Manthan Varma,normal,758,Jamtara,Jharkhand,23.9659,86.73696
P000590,Falak Nagar,normal,71,Bengaluru,Karnataka,12.98312,77.57964
P000591,Maya Mistry,normal,30,Kolkata,West Bengal,22.60662,88.39387
P000592,Yashica Upadhyay,normal,559,Bharatpur,Rajasthan,27.29769,77.53213
P000593,Chandani Soman,normal,930,Bengaluru,Karnataka,13.0002,77.61884
P000594,Jyoti Narula,normal,2530,Asansol,West Bengal,23.6224,86.95359
P000595,Omaja Morar,normal,1802,Jamtara,Jharkhand,23.98897,86.78698
P000596,Urvi Lanka,normal,593,Jaipur,Rajasthan,26.85362,75.78581
P000597,Charan Srinivasan,normal,2226,Noida,Uttar Pradesh,28.53521,77.37334
P000598,Lajita Divan,normal,225,Bharatpur,Rajasthan,27.23032,77.57065
P000599,Azad Choudhary,normal,808,Jamtara,Jharkhand,23.97135,86.79128
P000600,Anirudh Sastry,normal,20,Asansol,West Bengal,23.63808,86.95737
P000601,Omya Doshi,normal,609,Dhanbad,Jharkhand,23.72346,86.44234
P000602,Samar Roy,normal,682,Jamtara,Jharkhand,23.95451,86.8044
P000603,David Devi,normal,3087,Mumbai,Maharashtra,19.03799,72.96522
P000604,Ekta Sridhar,normal,2372,Ghaziabad,Uttar Pradesh,28.62514,77.48449
P000605,Dipta Ghose,normal,642,Faridabad,Haryana,28.41893,77.28823
P000606,Hema Pandya,normal,3092,Lucknow,Uttar Pradesh,26.79727,80.89836
P000607,Veda Handa,normal,175,Jamtara,Jharkhand,23.95188,86.82422
P000608,Arya Misra,normal,2685,Pune,Maharashtra,18.52651,73.88453
P000609,Chameli Mani,normal,2904,Bharatpur,Rajasthan,27.24976,77.51515
P000610,Vrinda Nadig,normal,3030,Dhanbad,Jharkhand,23.77436,86.37658
P000611,Ikshita Mahal,normal,2031,Lucknow,Uttar Pradesh,26.83374,80.98445
P000612,Jairaj Raghavan,normal,3031,Hubballi,Karnataka,15.42429,75.10173
P000613,Hemani Dhingra,normal,2055,Durgapur,West Bengal,23.52031,87.39072
P000614,Brijesh Mani,normal,2483,Pune,Maharashtra,18.53779,73.86197
P000615,Hiral Sathe,normal,295,Nagpur,Maharashtra,21.14321,79.10574
P000616,Varenya Kala,normal,134,Jaipur,Rajasthan,26.96763,75.83575
P000617,Anika Magar,normal,1375,Nagpur,Maharashtra,21.16526,79.06731
P000618,Ikbal Khatri,normal,478,Noida,Uttar Pradesh,28.56596,77.34557
P000619,Chandresh Wali,normal,994,Jaipur,Rajasthan,26.85222,75.80833
P000620,Viraj Ben,normal,1676,Delhi Central,Delhi,28.63089,77.30885
P000621,Odika Narayanan,normal,579,Kolkata,West Bengal,22.60835,88.34306
P000622,Harish Devan,normal,303,Bharatpur,Rajasthan,27.22449,77.44888
P000623,Nakul Ray,normal,2390,Howrah,West Bengal,22.64657,88.2992
P000624,Vansha Iyengar,normal,2001,Asansol,West Bengal,23.70512,86.89051
P000625,Ekani Mangal,normal,119,Thane,Maharashtra,19.17156,73.00571
P000626,Gaurav Kata,normal,852,Alwar,Rajasthan,27.50604,76.53374
P000627,Parth Sahni,normal,2235,Mumbai,Maharashtra,19.1105,72.89806
P000628,Balhaar Ranganathan,normal,1930,Jaipur,Rajasthan,26.9006,75.80168
P000629,Quincy Mann,normal,1077,Thane,Maharashtra,19.22607,72.89194
P000630,Aditya Misra,normal,2987,Delhi Central,Delhi,28.58623,77.16742
P000631,Gautami Mane,normal,3133,Jamtara,Jharkhand,24.02369,86.76233
P000632,Wakeeta Desai,normal,1229,Thane,Maharashtra,19.17545,72.99911
P000633,Anjali Hans,normal,2685,Deoghar,Jharkhand,24.44265,86.67423
P000634,Ganga Gaba,normal,717,Delhi Central,Delhi,28.6706,77.24958
P000635,Aarini Grewal,normal,1140,Bharatpur,Rajasthan,27.27782,77.42276
P000636,Geetika Merchant,normal,47,Mysuru,Karnataka,12.28448,76.71437
P000637,Parth Ravi,normal,2984,Kolkata,West Bengal,22.56203,88.40693
P000638,Yutika Narang,normal,1191,Gurugram,Haryana,28.49275,77.0457
P000639,Nandini Chandran,normal,1462,Bharatpur,Rajasthan,27.17611,77.50587
P000640,Logan Sood,normal,2275,Hubballi,Karnataka,15.29062,75.14483
P000641,Yuvraj Ahuja,normal,987,Pune,Maharashtra,18.53731,73.87553
P000642,Leela Keer,normal,1274,Deoghar,Jharkhand,24.52761,86.73372
P000643,Amara Narayan,normal,2424,Deoghar,Jharkhand,24.52426,86.75961
P000644,Advay Lal,normal,2191,Mysuru,Karnataka,12.3614,76.72601
P000645,Warinder Bhatia,normal,809,Bharatpur,Rajasthan,27.19959,77.48766
P000646,Udyati Mohanty,normal,1858,Mangaluru,Karnataka,12.90474,74.82517
P000647,Nidra Thakkar,normal,2603,Asansol,West Bengal,23.6673,86.95931
P000648,Jacob Merchant,normal,2983,Ranchi,Jharkhand,23.37103,85.27259
P000649,Timothy Kanda,normal,1273,Kolkata,West Bengal,22.57024,88.31852
P000650,Vanya Dua,normal,124,Jamtara,Jharkhand,23.9826,86.73239
P000651,Kashvi Sagar,normal,1973,Jamtara,Jharkhand,23.96137,86.84546
P000652,Tejas Kota,normal,511,Nagpur,Maharashtra,21.11369,79.04739
P000653,Sanya Wable,normal,465,Ranchi,Jharkhand,23.4112,85.33786
P000654,Faras Choudhury,normal,406,Thane,Maharashtra,19.17361,72.98467
P000655,Yashasvi Jain,normal,427,Nuh,Haryana,28.06693,76.98353
P000656,Nitesh Narang,normal,3169,Ranchi,Jharkhand,23.39526,85.33926
P000657,Jackson Jha,normal,2381,Bengaluru,Karnataka,12.97595,77.6305
P000658,Gavin Uppal,normal,1064,Asansol,West Bengal,23.64495,86.9517
P000659,Christopher Setty,normal,3047,Gurugram,Haryana,28.43605,76.96586
P000660,Yochana Sagar,normal,179,Lucknow,Uttar Pradesh,26.92742,80.91583
P000661,Dalbir Shere,normal,344,Alwar,Rajasthan,27.53728,76.67431
P000662,Anthony Randhawa,normal,2983,Kota,Rajasthan,25.2023,75.94805
P000663,Aarush Kamdar,normal,1689,Delhi Central,Delhi,28.64445,77.17525
P000664,Chakradev Sampath,normal,545,Asansol,West Bengal,23.66331,86.92793
P000665,Devansh Bhasin,normal,2113,Jaipur,Rajasthan,26.94013,75.77735
P000666,Urmi Balay,normal,1095,Mysuru,Karnataka,12.34006,76.65186
P000667,Nilima Gole,normal,927,New Delhi,Delhi,28.60466,77.24696
P000668,Osha Prasad,normal,934,Mangaluru,Karnataka,12.93984,74.95009
P000669,Saumya Purohit,normal,762,Kolkata,West Bengal,22.68068,88.34527
P000670,Faris Zacharia,normal,849,Rohtak,Haryana,28.81186,76.55816
P000671,Ijaya Dani,normal,977,Bengaluru,Karnataka,12.92836,77.62471
P000672,Maya Wadhwa,normal,215,Hubballi,Karnataka,15.36139,75.18778
P000673,Udant Aggarwal,normal,274,Mysuru,Karnataka,12.28901,76.58632
P000674,Chanchal Sheth,normal,1369,Jaipur,Rajasthan,26.93127,75.78341
P000675,Ladli Karpe,normal,87,Kota,Rajasthan,25.16931,75.88594
P000676,Triveni Pal,normal,2685,Jamtara,Jharkhand,23.9834,86.86818
P000677,Anya Gulati,normal,218,Howrah,West Bengal,22.58481,88.2427
P000678,Azad Saini,normal,2325,Mumbai,Maharashtra,19.09298,72.9068
